,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,51.26229684023968,28.66063560753946,53.166643388740695,26.097833234572903,16.078977315093947,19.44912834467395,37.203969473244854,26.238176202218035,13.946918617152164
2,45.6272539706458,22.746009648188352,40.914603218997705,37.91208964437531,56.214814981387384,7.759372679731662,43.14725421601467,21.15610438567517,70.15364663690353
3,40.31682525332334,48.91351887645489,39.06403886638027,65.50890378024945,26.051489339279478,39.431676255410686,38.12400539998645,37.76395989838037,9.560005009768872
4,35.65323032769979,42.69613073530692,34.25358296418578,38.80410528238799,48.97377757293014,21.65144690737589,30.92500501907807,36.85879725404595,17.39277436627309
5,26.392306673535906,45.890493350472624,25.191083576426838,49.395745742943504,14.300048081609468,18.287429732604767,23.33740733376166,19.526182038271372,30.429941475777156
6,33.19400979674225,28.105826746884173,38.694456943235394,53.46060810547882,49.18031681536511,54.11219377402522,53.864729439955745,57.327830739329514,25.803288978862994
7,23.092954111433162,30.453922807025886,18.948168800923234,33.75159290585867,26.68659465521913,32.50303454220301,24.070780427484763,17.925753992309563,15.215536731146859
8,37.272286095535726,10.307762337241334,15.303645684623659,15.593579952416993,28.144796709852866,13.171656846949203,16.37986250628119,18.558644439037547,13.72816436851061
9,42.813346234507264,46.34346733435115,13.932970334026733,18.15890396060319,11.519843874696525,12.434510591569596,11.426644406613264,21.98185318925446,11.613868196474435
10,49.91709248936493,46.5903510258952,11.159899874020166,39.04052127272453,15.196894352888078,20.758252257375027,13.719966837388359,11.676443611415527,15.982143094071507
11,10.397415475630666,22.882340298859628,29.426656075434988,27.71256902494366,39.539071176624674,6.0414757422956,51.640311939895525,8.33340082716075,17.7881351089133
12,27.59685205844054,44.8959401900306,42.93528115357189,27.730366085974048,30.422258282496355,36.531149382672844,23.67712573924523,27.655542330890402,18.492547670137117
