,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,2.0025867674634856,1.333891635783944,1.4180111035023657,2.809457345527549,0.9531888275942942,1.7782045390063348,3.0791579140568204,1.5300086441650913,0.9989514729090062
2,1.6980984788888014,3.414324475704769,4.7285778754514105,3.2946422837284346,1.814773020345749,0.8111194775481056,3.3651081097802433,1.3006355179102234,5.955082852044989
3,3.192733911353013,2.181403382450538,1.7628721903507882,2.770114882174832,2.204948317915671,1.7837851720789535,2.3152807119686942,3.609567319971802,0.8765495052161173
4,1.199499763530979,1.437012548903946,1.826978944070742,3.4880511011788577,2.5469265302249147,2.4869657137243495,1.1461537021917891,2.4819636648919507,1.839120561728834
5,1.5449094043399703,5.386223891790811,1.2483751565175547,2.415222816684224,1.97116811016209,2.9347090091729986,1.5360196597021267,1.6286733723185534,1.3911562048245125
6,2.0900442634069156,0.354510025818455,2.5919743773612938,0.26336355929225747,2.038469863778343,4.03824186010154,5.09489841052847,4.045768142930425,0.8592385015684998
7,7.26676518602404,1.5463138827033212,0.02950694538888114,0.0,0.4622425966476691,1.0688244473959767,0.0301811477763668,0.1512260118203982,0.28734797991962846
8,5.054570985100805,1.863707698015899,1.1944453256933647,1.8042982414000033,1.1153962203644319,0.38587433113565045,0.032565771179595554,0.13878315182492384,2.6935794961031068
9,3.167878686155606,2.2873497623469805,1.9700866899880094,4.143398930721121,0.9158344892910913,1.4061608964192482,1.4193278593223297,2.0576426594454316,1.153050900350158
10,4.248644253207112,3.2683837658047556,1.414985499730102,5.397834138091445,1.300495087722546,1.4708212366215327,1.0111418697445658,1.4956425948556933,2.3570853063468085
11,0.8547670509115768,3.7599744935322748,1.3354672343485612,2.9406811534563735,0.9910301633495707,2.438427014589053,1.1573322191532947,0.6956351969632725,0.5031226287411772
12,1.5132447879998843,3.7586780247136637,2.4043592003798158,1.2482296470391148,3.823872861491265,1.9012217400673115,1.5507790518401976,3.408403836316905,1.4187017356062226
